City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,ishigaki,24.3448,124.1572,30.07,84,40,4.63,JP,1688946950
358,prado,-17.3411,-39.2208,22.78,91,29,2.45,BR,1688946950
359,mount isa,-20.7333,139.5,17.87,42,8,4.12,AU,1688946950
360,patong,7.8961,98.2966,28.34,99,100,4.39,TH,1688946938
361,san miguel,13.4833,-88.1833,29.07,66,16,0.8,SV,1688946951
362,boju,7.3783,7.9112,22.78,93,94,1.18,NG,1688946951
363,patterson,37.4716,-121.1297,30.01,16,0,3.96,US,1688946951
364,ruteng,-8.6136,120.4721,17.6,79,98,1.24,ID,1688946952
365,port blair,11.6667,92.75,24.02,100,75,1.03,IN,1688946952
366,kinkala,-4.3614,14.7644,21.27,73,82,2.05,CG,1688946952
367,mirny,62.5353,113.9611,20.13,49,96,1.79,RU,1688946838
368,bengkulu,-3.8004,102.2655,24.02,91,66,1.9,ID,1688946953
369,nelidovo,56.2211,32.7774,10.66,98,5,2.31,RU,1688946953
370,montego bay,18.4712,-77.9188,29.89,79,75,8.23,JM,1688946954
371,basna,21.2833,82.8167,24.15,92,93,1.96,IN,1688946954
372,jiazi,22.8779,116.067,29.0,82,4,6.55,CN,1688946954
373,nemuro,43.3236,145.575,16.24,97,100,3.29,JP,1688946955
374,fonte boa,-2.4959,-66.2662,25.67,79,74,0.9,BR,1688946955
375,new norfolk,-42.7826,147.0587,12.72,73,94,3.19,AU,1688946955
376,ta`u,-14.2336,-169.5144,27.69,80,40,6.04,AS,1688946956
377,pollachi,10.6667,77.0167,25.58,89,87,3.68,IN,1688946956
378,argentan,48.75,-0.0167,13.59,89,38,1.61,FR,1688946956
379,recani,31.2846,-4.2688,32.64,11,0,4.56,MA,1688946956
380,casas grandes,30.3667,-107.95,34.07,22,75,3.81,MX,1688946957
381,petrozavodsk,61.7849,34.3469,10.7,81,87,3.0,RU,1688946694
382,phan rang-thap cham,11.5667,108.9833,26.87,75,65,0.66,VN,1688946957
383,tralee,52.2704,-9.7026,13.18,85,92,2.25,IE,1688946957
384,yar,58.249,52.1026,16.13,99,100,4.01,RU,1688946958
385,kingston,17.997,-76.7936,30.53,73,20,11.32,JM,1688946958
386,oak grove,45.4168,-122.6401,31.11,39,4,0.89,US,1688946958
387,moroni,-11.7022,43.2551,23.0,68,20,3.09,KM,1688946959
388,mount gambier,-37.8333,140.7667,12.02,81,100,4.28,AU,1688946759
389,ashburton,-37.8626,145.0794,13.85,73,100,1.79,AU,1688946960
390,balad,34.0164,44.1453,33.04,22,0,3.93,IQ,1688946960
391,ciudad guayana,8.3533,-62.6528,26.96,89,100,2.45,VE,1688946961
392,sabang,5.8933,95.3214,26.99,80,100,9.52,ID,1688946962
393,cadale,2.7603,46.3222,25.01,85,55,9.21,SO,1688946962
394,khovd,48.0056,91.6419,19.84,47,100,0.98,MN,1688946962
395,babylon,40.6957,-73.3257,25.18,93,100,2.68,US,1688946963
396,prieska,-29.6641,22.7474,3.25,79,6,4.34,ZA,1688946963
397,alappuzha,9.49,76.3264,25.78,86,69,3.23,IN,1688946963
398,borovskoy,53.8,64.15,20.42,46,34,4.31,KZ,1688946964
399,tolanaro,-25.0319,46.9987,19.04,94,40,2.06,MG,1688946964
400,choiseul,48.0588,5.5668,22.84,95,80,2.09,FR,1688946964
401,arvayheer,46.2639,102.775,15.02,84,100,2.67,MN,1688946964
402,urangan,-25.3,152.9,17.15,57,81,2.54,AU,1688946965
403,hadibu,12.65,54.0333,25.29,78,28,8.18,YE,1688946965
404,beyneu,45.3167,55.2,29.18,24,100,4.88,KZ,1688946966
405,juan de ayolas,-27.4,-56.9,19.93,94,100,2.63,PY,1688946966
406,kodinsk,58.6881,99.1844,20.45,78,69,1.92,RU,1688946966
407,ambon,-3.6954,128.1814,27.15,95,40,5.14,ID,1688946902
408,arraial do cabo,-22.9661,-42.0278,21.21,83,93,3.48,BR,1688946966
409,koungou,-12.7336,45.2042,22.84,83,0,2.06,YT,1688946967
410,amga,60.8953,131.9608,17.25,58,96,2.36,RU,1688946967
411,mersa matruh,31.3525,27.2453,25.11,69,0,7.2,EG,1688946968
412,port macquarie,-31.4333,152.9167,16.61,50,0,1.11,AU,1688946968
413,gisborne,-38.6533,178.0042,12.74,87,100,4.21,NZ,1688946968
414,bakanas,44.8081,76.2772,22.88,40,54,3.11,KZ,1688946969
415,dampit,-8.2116,112.7493,22.45,87,62,0.91,ID,1688946969
416,kourou,5.1552,-52.6478,25.03,88,12,3.14,GF,1688946969
417,palikir - national government center,6.9248,158.1611,28.07,77,95,4.42,FM,1688946970
418,ladario,-19.0047,-57.6017,25.8,43,15,1.4,BR,1688946970
419,kailua-kona,19.6406,-155.9956,27.93,79,96,0.89,US,1688946971
420,obo,5.3998,26.4869,19.29,97,47,1.25,CF,1688946971
421,arauquita,7.0292,-71.4281,24.0,93,50,1.06,CO,1688946971
422,jatiwangi,-6.7336,108.2628,24.76,84,30,1.49,ID,1688946971
423,hakha,22.65,93.6167,16.87,98,100,0.92,MM,1688946972
424,lagunas,-5.2269,-75.6753,23.07,93,54,0.54,PE,1688946972
425,ulanhot,46.0833,122.0833,18.76,95,100,4.85,CN,1688946972
426,khirkiyan,22.1667,76.85,25.63,86,100,4.09,IN,1688946973
427,kununurra,-15.7667,128.7333,19.99,45,22,2.57,AU,1688946973
428,swainsboro,32.5974,-82.3337,32.03,51,40,3.09,US,1688946973
429,fada,9.5667,8.3,19.57,95,99,0.54,NG,1688946974
430,puerto colombia,10.9878,-74.9547,29.05,83,92,5.81,CO,1688946974
431,tyumen,57.1522,65.5272,18.05,77,0,1.0,RU,1688946974
432,shakawe,-18.3667,21.85,11.8,38,0,5.28,BW,1688946975
433,xiva,41.3783,60.3639,22.99,19,0,4.3,UZ,1688946975
434,lensk,60.7253,114.9278,22.62,45,17,1.73,RU,1688946975
435,oum hadjer,13.2954,19.6966,28.53,60,100,5.64,TD,1688946976
436,la sarre,48.8002,-79.1996,17.22,85,23,2.04,CA,1688946976
437,surgut,61.25,73.4167,18.1,77,40,2.0,RU,1688946976
438,malango,-2.9627,119.9001,21.42,76,100,0.25,ID,1688946977
439,wulingyuan,29.3494,110.5441,25.54,92,44,1.81,CN,1688946977
440,sanctuary point,-35.1114,150.629,16.85,50,5,3.03,AU,1688946977
441,howrah,22.5892,88.3103,29.0,89,75,3.6,IN,1688946813
442,la'ie,21.6477,-157.9253,28.98,64,73,2.68,US,1688946978
443,cortina d'ampezzo,46.5384,12.1377,16.38,89,4,1.54,IT,1688946978
444,nuku'alofa,-21.1333,-175.2,22.19,94,40,3.09,TO,1688946978
445,tagiura,32.8817,13.3506,28.04,58,0,2.74,LY,1688946979
446,quellon,-43.1167,-73.6167,4.14,93,0,2.06,CL,1688946979
447,linden,6.0,-58.3,23.92,97,25,1.34,GY,1688946979
448,akonolinga,3.7667,12.25,19.7,99,100,1.35,CM,1688946980
449,turpan,42.9333,89.1667,31.62,31,99,2.93,CN,1688946980
450,benjamin constant,-4.3831,-70.0311,27.03,78,0,0.51,BR,1688946980
451,rondonopolis,-16.4708,-54.6356,24.99,35,1,1.1,BR,1688946981
452,loreto,22.2667,-101.9667,26.12,36,81,2.58,MX,1688946721
453,tanout,14.9709,8.8879,30.84,40,58,4.1,NE,1688946981
454,ugoofaaru,5.6667,73.0,27.99,74,35,5.54,MV,1688946982
455,bishkek,42.87,74.59,16.11,44,79,1.62,KG,1688946797
456,fort stockton,30.894,-102.8793,38.33,21,32,7.18,US,1688946982
457,alenquer,-1.9417,-54.7383,26.23,69,33,1.68,BR,1688946982
458,mullsjo,63.7,19.7,13.75,72,38,1.5,SE,1688946983
459,gao,16.6362,1.637,29.43,46,100,6.28,ML,1688946983
460,carutapera,-1.195,-46.02,24.04,94,27,2.61,BR,1688946983
461,barah,13.7,30.3667,28.36,59,39,4.77,SD,1688946984
462,kruisfontein,-34.0033,24.7314,8.27,78,49,3.16,ZA,1688946984
463,sur,22.5667,59.5289,30.16,62,85,5.08,OM,1688946984
464,puerto armuelles,8.2833,-82.8667,28.99,84,94,1.34,PA,1688946984
465,gwaram,11.2764,9.8858,25.78,67,78,2.8,NG,1688946985
466,siwa oasis,29.2041,25.5195,26.45,45,0,3.61,EG,1688946985
467,dzhambeyty,50.2536,52.595,29.87,17,69,4.17,KZ,1688946985
468,puerto san jose,13.9256,-90.8244,28.44,76,100,1.72,GT,1688946985
469,sumbawa besar,-8.5,117.4333,24.72,72,83,2.31,ID,1688946986
470,whitefish,48.4111,-114.3376,32.16,34,16,5.16,US,1688946986
471,juiz de fora,-21.7642,-43.3503,16.94,87,97,1.4,BR,1688946986
472,karratha,-20.7377,116.8463,18.04,34,13,7.38,AU,1688946870
473,glace bay,46.1969,-59.957,21.26,91,75,1.79,CA,1688946987
474,tostado,-29.232,-61.7692,18.88,73,100,2.47,AR,1688946987
475,kota kinabalu,5.9749,116.0724,26.99,83,20,1.54,MY,1688946988
476,edson,53.5835,-116.4356,23.06,46,0,5.14,CA,1688946988
477,usogorsk,63.4106,48.6872,8.02,98,99,2.75,RU,1688946989
478,changji,44.0167,87.3167,19.44,82,75,4.0,CN,1688946989
479,livingstonia,-10.606,34.1063,14.69,74,0,1.32,MW,1688946989
480,charleston,32.7766,-79.9309,33.01,60,0,2.57,US,1688946989
481,trujillo,-8.116,-79.03,22.98,83,21,3.6,PE,1688946990
482,dondo,-19.6094,34.7431,17.99,72,0,2.57,MZ,1688946990
483,i-n-salah,27.1935,2.4607,36.61,12,0,8.51,DZ,1688946991
484,egilsstadir,65.2653,-14.3948,10.95,82,40,2.57,IS,1688946991
485,san jose del guaviare,2.5729,-72.6459,23.51,93,32,0.97,CO,1688946991
486,machico,32.7,-16.7667,22.62,85,40,3.6,PT,1688946992
487,persembe,41.0656,37.7714,19.75,88,91,4.8,TR,1688946992
488,piripiri,-4.2733,-41.7769,25.79,62,86,1.28,BR,1688946810
489,latimer,30.5346,-88.8667,27.7,83,40,1.54,US,1688946992
490,sinop,41.7711,34.8709,17.41,94,100,3.72,TR,1688946993
491,vel'sk,61.0701,42.0983,10.42,78,100,3.27,RU,1688946993
492,chervyen',53.7059,28.4313,14.17,92,28,3.41,BY,1688946994
493,saint-pierre,-21.3393,55.4781,20.82,60,0,4.12,RE,1688946994
494,craig,40.5153,-107.5464,29.1,14,1,1.49,US,1688946994
495,remire-montjoly,4.9167,-52.2667,25.02,88,20,0.0,GF,1688946994
496,zapala,-38.8992,-70.0544,2.45,57,34,3.77,AR,1688946995
497,tobarra,38.5921,-1.6919,26.32,60,0,2.85,ES,1688946995
498,robertsport,6.7533,-11.3686,25.23,88,100,5.54,LR,1688946996
499,znamenskoye,57.1281,73.8282,16.46,89,78,1.85,RU,1688946996
500,mount pleasant,32.7941,-79.8626,32.99,61,75,2.57,US,1688946996
501,venado,22.9333,-101.0833,27.84,37,14,7.15,MX,1688946996
502,geraldton,-28.7667,114.6,7.23,93,0,5.14,AU,1688946997
503,tvoroyri,61.5556,-6.8111,12.31,95,100,5.05,FO,1688946997
504,kayangel,8.0823,134.7173,28.4,77,48,3.19,PW,1688946997
505,red hill,33.9996,-79.2581,26.75,84,38,2.75,US,1688946998
506,tougue,11.4667,-11.6,20.85,93,43,1.22,GN,1688946998
507,kulhudhuffushi,6.6221,73.07,27.96,74,49,5.96,MV,1688946998
508,meadow lake,34.8014,-106.5436,37.2,18,30,3.84,US,1688946999
509,ngereklmadel,7.4883,134.4856,26.68,85,100,5.18,PW,1688946999
510,qui nhon,13.7667,109.2333,26.68,78,94,0.8,VN,1688946999
511,al bardiyah,31.7561,25.0865,24.39,78,0,6.11,LY,1688946999
512,leava,-14.3,-178.1667,26.84,74,61,8.12,WF,1688947000
513,hargeysa,9.56,44.065,22.17,51,16,10.76,SO,1688947000
514,pleasure ridge park,38.1454,-85.8583,25.62,68,97,0.89,US,1688947000
515,midleton,51.9153,-8.1805,15.07,89,100,4.05,IE,1688947001
516,san juan nepomuceno,9.9516,-75.082,25.9,92,80,2.77,CO,1688947001
517,bowen,-20.0167,148.2333,20.0,58,64,4.66,AU,1688946918
518,lau,9.2167,11.2833,22.7,93,96,1.63,NG,1688947002
519,choibalsan,48.0667,114.5,18.11,86,90,4.52,MN,1688946843
520,la gi,10.6667,107.7833,26.65,80,87,1.47,VN,1688947002
521,villamontes,-21.25,-63.5,21.57,72,95,1.18,BO,1688947002
522,'alaqahdari dishu,30.4374,63.313,26.93,18,0,5.35,AF,1688947003
523,vicuna,-30.0319,-70.7081,8.85,27,100,0.09,CL,1688947003
524,kaga bandoro,6.9896,19.1874,20.77,96,59,0.87,CF,1688947003
525,muniz freire,-20.4642,-41.4131,16.03,97,61,1.45,BR,1688947004
526,nieuw amsterdam,5.8833,-55.0833,28.01,78,40,1.03,SR,1688947004
527,hurghada,27.2574,33.8129,31.02,37,0,3.09,EG,1688947004
528,argo,37.6333,22.7333,23.21,69,0,1.14,GR,1688947005
529,abepura,-2.6333,140.5833,26.45,83,40,2.06,ID,1688947005
530,bandon,51.7469,-8.7425,14.77,93,100,2.46,IE,1688947005
531,ndende,-2.4008,11.3581,21.05,87,27,0.98,GA,1688947005
532,karkira,36.9292,6.5856,30.26,43,97,2.78,DZ,1688947006
533,les cayes,18.2,-73.75,27.38,81,76,3.28,HT,1688947006
534,khabarovsk,48.4808,135.0928,25.89,69,40,2.0,RU,1688947006
535,las heras,-46.5419,-68.9359,-1.43,86,87,1.99,AR,1688947007
536,bodo,67.28,14.405,9.02,93,0,2.06,NO,1688946831
537,berdigestyakh,62.0989,126.6992,22.01,45,27,4.05,RU,1688947007
538,gediz,39.0417,29.41,13.08,78,0,2.8,TR,1688947007
539,calvinia,-31.4707,19.776,2.49,76,3,1.97,ZA,1688947008
540,karapinar,37.716,33.5506,15.41,78,32,8.12,TR,1688947009
541,kembe,4.6228,21.8865,20.16,92,25,0.18,CF,1688947009
542,tikhvin,59.6451,33.5294,10.12,76,98,3.55,RU,1688947009
543,altay,47.8667,88.1167,17.36,62,76,0.59,CN,1688947009
544,wynyard,-41.0,145.7167,12.77,73,68,5.2,AU,1688947010
545,naama,33.2667,-0.3167,29.63,15,0,3.42,DZ,1688947010
546,diebougou,10.9667,-3.25,25.82,76,100,1.98,BF,1688947011
547,toliara,-23.35,43.6667,20.01,67,15,2.03,MG,1688947011
548,noumea,-22.2763,166.4572,22.78,99,29,2.85,NC,1688946773
549,famagusta,35.125,33.95,28.78,62,0,5.32,CY,1688946793
550,hun,29.1268,15.9477,28.76,31,0,2.28,LY,1688947012
551,moscow,55.7522,37.6156,17.1,80,44,4.33,RU,1688946737
552,kontagora,10.3999,5.4695,22.77,95,100,1.68,NG,1688947013
553,ingeniero jacobacci,-41.3427,-69.5448,1.3,70,44,4.14,AR,1688947013
554,lompoc,34.6391,-120.4579,25.99,74,40,7.15,US,1688947013
555,freeport,40.6576,-73.5832,25.7,88,100,5.66,US,1688947013
556,hami,42.8,93.45,26.9,33,100,4.29,CN,1688947014
557,gordonvale,-17.0936,145.7842,24.39,66,96,3.65,AU,1688947015
558,shambu,9.5667,37.1,11.08,90,96,0.28,ET,1688947015
559,abu dhabi,24.4667,54.3667,34.41,63,0,1.03,AE,1688947015
560,arroyito,-31.4202,-63.05,16.73,94,100,1.93,AR,1688947015
561,luimneach,52.6647,-8.6231,14.49,94,91,2.95,IE,1688947016
562,bahia de kino,28.8333,-111.9333,37.18,61,1,6.91,MX,1688947016
563,acapulco de juarez,16.8634,-99.8901,28.25,81,95,2.84,MX,1688947016
